date,precision_code,precision,region,location,pleiades_name,pleiades_id,lat,lng,title,imprint,series,shelf_location,bsn
Mar-17,2,City,Iraq,Isin,Isin. // Nippur/Nufar/‘Hippareni’.,912910,31.933332,45.283333,The Nippur lament : royal rhetoric and divine legitimation in the reign of Išme-Dagan of Isin (1953-1935 B.C.) / Steve Tinney.,"Philadelphia, PA : Samuel Noah Kramer Fund, University of Pennsylvania Museum, 1996.",Occasional publications of the Samuel Noah Kramer Fund ; 16,Small Collection PJ4065 .T56 1996,1356300
Mar-17,1,Site,Jordan,Dhahr Mirzbaneh,Dhahr Mirzbaneh.,313779408,31.995698,35.33578,The Dhahr Mirzbâneh tombs : three intermediate bronze age cemeteries in Jordan / by Paul W. Lapp.,"New Haven : American Schools of Oriental Research, 1966.",American Schools of Oriental Research. Publications of the Jerusalem School. Archaeology ; v. 4,Large Collection DS110.D53 L36 1966 ,4836919
Mar-17,3,Region,Iran,(General),,,32,54,"The Zoroastrian law to expel the demons : Wīdewdād 10-15 :  critical edition, translation and glossary of the Avestan and Pahlavi texts / Miguel Ángel Andrés-Toledo.","Wiesbaden :Harrassowitz Verlag, 2016.","Iranica, 0944-1271 ; Band 23",Small Collection BL1515.5.V4 A53 2016 ,4837933
Mar-17,3,Region,Iraq,Babylonia,Babylonia,912816,32.5,44.5,Studies in Old Babylonian history / door Marten Stol.,"[Leiden] :Nederlands Instituut voor het Nabije Oosten, 1976.",,Large Collection DS73.2 .S76 1976,4846656
Mar-17,2,City,Palestine/Israel,Samaria,Samaria/Sebaste.,678370,32.276529,35.190436,Israelite ostraca from Samaria / George Andrew Reisner.,"[Boston] : [Printed by E.O. Cockayne], [191-?]",,Small Collection PJ4139 .R45 1910z ,4858667
Mar-17,3,Region,Iraq,Babylonia,Babylonia,912816,32.5,44.5,"Les toponymes des textes paléo-babyloniens / Nele Ziegler & Anne-Isabelle Langlois, avec la collaboration de Antoine Jacquet et Julie Patrier.","Antony, France :SEPOA, 2016.","MTT, Matériaux pour l'étude de la Toponymie et de la Topographie I. La haute Mésopotamie au IIe millénaire av. J.-C. ; 1",Large Collection PJ3545 .M38 v.1:pt.1 2016 ,4835231
Mar-17,3,Region,Iraq,Babylonia,Babylonia,912816,32.5,44.5,The Babylonian legend of the flood / by Edmond Sollberger.,"London : British Museum, 1962.",,Small Collection BL1625.D4 S65 1962,4773715
Mar-17,2,City,Iraq,Kish,Kish,894028,32.555123,44.660806,Old Babylonian texts in the Ashmolean Museum : texts from Kish and elsewhere / by Stephanie Dalley and Norman Yoffee.,"Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1991.",Oxford editions of cuneiform texts ; vol. 13,Large Collection PJ3711 .O9 vol.13 1991 ,4838079
Mar-17,4,Broad region,Mediterranean,Eastern Mediterranean,,,33,33,"Power and architecture : monumental public architecture in the Bronze Age Near East and Aegean / edited by J. Bretschneider, J. Driessen, and K. van Lerberghe.","Leuven ; Dudley, MA : Peeters, 2007.",Orientalia Lovaniensia analecta ; 156,Small Collection NA212 .P69 2007,12359
Mar-17,3,Region,Levant,(General),,,33,36,Ancient Aramaic and Hebrew letters / by James M. Lindenberger ; edited by Kent Harold Richards.,"Atlanta, Ga. : Scholars Press, ©1994.",Writings from the ancient world ; vol. 4,Small Collection PJ5208.A2 A54 1993,2201002
Mar-17,3,Region,Iraq,(General),,,33,42,Fundorte und Karten / Christoph Fink.,"Antony, France :SEPOA, 2016.","MTT, Materialien zu Toponymie und Topographie. I. Obermesopotamien im 2. Jt. v.Chr. ; 3",Large Collection PJ3545 .M38 v.1:pt.3 2016 ,4835252
Mar-17,2,City,Lebanon,Phoenicia,Phoenice.,678334,33.25,35.25,The Phoenicians / text by Aldo Massa ; translated by David Macrae.,"Geneva : Minerva, 1977.",,Small Collection DS81 .M28 1977 ,2774085
Mar-17,3,Region,Iran,Luristan,,,33.4871,48.3538,Drevnosti strany Lurov : katalog vystavki / avtor vstupitelʹnoĭ statʹi i sostavitelʹ kataloga L. Vanden-Berge ; [perevod s frant͡suzskogo I.N. Medvedskoĭ ; pod redakt͡sieĭ V.I. Lukonina]. / / Древности страны Луров : каталог выставки / aвтор вступительной статьи и составитель каталога Л. Ванден-Бeрге ; [перевод с французского И.Н. Медведскoй ; под редакцией В.Г. Луконинa].,"Sankt-Peterburg : Gos. Ėrmitazh, 1992.",,Large Collection NK7974.L67 B4 1992 ,4858700
Mar-17,3,Region,Iraq,Akkad,,360094475,33.5,44.5,"Sequential reconstruction of Proto-Akkadian,by Ignace J. Gelb.","Chicago, University of Chicago Press [1969]","Oriental Institute of the University of Chicago. Assyriological studies, no. 18",Small Collection PJ3251 .G45 1969 ,1811898
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,La Mésopotamie / Jean-Jacques Glassner.,"Paris : Belles lettres, ©2002.",Guide Belles lettres des civilisations,Small Collection DS73.2 .G53 2002,4835288
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,Trade and finance in ancient Mesopotamia : proceedings of the First MOS Symposium (Leiden 1997) / edited by J.G. Dercksen.,"[Istanbul] : Nederlands Historisch-Archaeologisch Instituut te Istanbul ; Leiden, Nederland : Nederl",MOS studies ; 1 // Uitgaven van het Nederlands Historisch-Archaeologisch Instituut te İstanbul =Publications de l'Institut historique-archéologique néerlandais de Stamboul ; 84,Large Collection HF368 .M67 1997 ,1620969
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,Mesopotamia : ancient art and architecture / Zainab Bahrani.,"London :Thames & Hudson, 2017.",,Large Collection N5370 .B28 2017,4844490
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,Nergal ed Ereškigal : il poema assiro-babilonese degli inferi / Giovanni Pettinato ; introduzione di S.M. Chiodi.,"Roma : Accademia nazionale dei Lincei, 2000.","Atti della Accademia nazionale dei Lincei, 0391-8149 ; anno 397, 2000 // Memorie / Classe di scienze morali, storicche e filologiche, 0391-8149 ; ser. IX, v. XIII, fasc. 1",Small Collection PJ3771.N47 P48 2000,4838095
Mar-17,4,Broad region,Mediterranean region,(General),,,34,23,"Reallexikon für Antike und Christentum : Sachwörterbuch zur Auseinandersetzung des Christentums mit der antiken Welt / In Verbindung mit Franz Joseph Dölger und Hans Lietzmann und unter besonderer Mitwirkung von Jan Hendrik Wasznik und Leopold Wenger herausgegeben von Theodor Klausner, Bd. 1-18 & index to Bd. 1-15.","Stuttgart : A. Hiersemann, 1950-",,Large Collection BR131 .R4 Bd.1-18 & Index:Bd.1-15,2165740
Mar-17,4,Broad region,Mediterranean region,(General),,,34,23,"The Interpreter's dictionary of the Bible : an illustrated encyclopedia identifying and explaining all proper names and significant terms and subjects in the Holy Scriptures, including the Aprocrypha, with attention to archaeological discoveries and researches into the life and faith of ancient times / [Editorial board:  George Arthur Buttrick, dictionary editor, and others]","New York : Abingdon Press, [1962]-1976.",,Large Collection BS440 .I63 1962 v.1-4,2190580
Mar-17,4,Broad region,Mediterranean region,(General),,,34,23,"Pagan rites in Judaism : from sex initiation, magic, moon-cult, tattooing, mutilation, and other primitive rituals to family loyalty and solidarity / Theodor Reik.","New York : Gramercy Pub. Co., [1964]",,Small Collection BM534 .R4 1964b ,4838117
Mar-17,4,Broad region,Mediterranean Sea,(General),,,34,23.25,The Sea remembers : shipwrecks and archaeology from Homer's Greece to the rediscovery of the Titanic / edited by Peter Throckmorton.,"New York : Weidenfeld & Nicolson, 1987.",,Large Collection CC77.U5 S39 1987,4838082
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,"Fluchtpunkt Uruk : archäologische Einheit aus methodischer Vielfalt :  Schriften für Hans Jörg Nissen / herausgegeben von Hartmut Kühne, Reinhard Bernbeck und Karin Bartl.","Rahden : Leidorf, 1999.","Internationale Archäologie. Studia honoraria, 1433-4194 ; Bd. 6",Large Collection DS56 .F68 1999 ,1659178
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,"Houses and households in ancient Mesopotamia : papers read at 40e Rencontre assyriologique internationale, Leiden, July 5-8, 1993 / edited by Klaas R. Veenhof.","[Istanbul, Turkey] : Nederlands Historisch-Archaeologisch Instituut te Istanbul, 1996.",Uitgaven van het Nederlands Historisch-Archaeologisch Instituut te Istanbul =Publications de lʼInstitut historique-archéologique ńeerlandais de Stamboul ; 52,Large Collection DS56 .R46 1993 ,1454721
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,"Dallo Stirone al Tigri, dal Tevere all'Eufrate : studi in onore di Claudio Saporetti / a cura di Paola Negri Scafa, Salvatore Viaggio.","Roma : Aracne, 2009.","Scienze dell'antichità, filologico-letterarie e storico-artistiche ; 477",Small Collection DS42.4 .D35 2009 ,4839250
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,La tour de Babylone : que reste-t-il de la Mésopotamie? / Jean-Jacques Glassner.,"Paris : Seuil, c2003.",L'avenir du passé,Small Collection DS69.5 .G53 2003,1006348
Mar-17,3,Region,Iraq,Mesopotamia,Mesopotamia.,981534,34,44,Ancient Mesopotamia : the Eden that never was / Susan Pollock.,"Cambridge : Cambridge University Press, 1999.",Case studies in early societies,Small Collection DS71 .P65 1999 ,1567907
Mar-17,4,Broad region,Mediterranean region,(General),,,34,23,Neutestamentliche Apokryphen in deutscher Übersetzung / herausgegeben von Wilhelm Schneemelcher.,"Tübingen : J.C.B. Mohr (P. Siebeck), 1987-1989.",,Small Collection BS2833 .G3 1987 Bd.1-2,4838162
Mar-17,3,Region,China,Mount Juci,,,34.355425,113.513,"Juci Shan yan hua diao cha bao gao / Henan Xinzheng Huangdi gu li wen hua yan jiu hui, Zhong yang min zu da xue min zu xue yu she hui xue xue yuan zhu. / / 具茨山岩画调查报告 / 河南新郑黄帝故里文化研究会, 中央民族大学民族学与社会学学院著.","Beijing Shi :Guang ming ri bao chu ban she, 2014. // 北京市 :光明日报出版社, 2014.",,Small Collection GN799.P4 J823 2014 ,4843825
Mar-17,3,Region,China,Song Mountain,,,34.484722,112.960278,"Zhonghua zhi yuan yu Song Shan wen ming yan jiu / Zhengzhou Zhonghua zhi yuan yu Song Shan wen ming yan jiu hui zhu bian, v.2. / / 中华之源与嵩山文明研究 / 郑州中华之源与嵩山文明研究会主编, v.2.","Beijing :Ke xue chu ban she, 2013- // 北京 :科学出版社, 2013-",,Large Collection DS797.44.D464 Z465 2013 v.2,4159647
Mar-17,2,City,China,Maiji Qu,,,34.571111,105.888889,Maiji Qu jin shi jiao zhu / Wang Ming jiao zhu. / / 麦积区金石校注 / 汪明校注.,"Xi'an :San Qin chu ban she, 2015. // 西安 :三秦出版社, 2015.",,Small Collection CN1161.M35 M355 2015 ,4843820
Mar-17,5,No precision,Cross-cultural,(General),,,35,19,"SCIAMVS : sources and commentaries in exact sciences, vol. 17 (2016)","Kyoto, Japan : SCIAMVS.",,Oak Collection Q124.95 .S35 vol.17 (2016),3323732
Mar-17,5,No precision,Cross-cultural,(General),,,35,19,"Янтарь в древних культурах : художественные произведения из собрания Эрмитажа :  Каталог выставки / [авторы статей каталога, Е.Е. Васильева ... et al. ; редактор каталога выставки, О.А. Федосеенко ; перевод текста на английский язык, Е.С. Петрова] =  Amber in ancient cultures :  masterpieces from the Hermitage Museum collection :  catalog of the exhibition / [articles by K.V. Chugunov ... et al. ; edited by O.A. Fedoseyenko ; translated from the Russian by E.S. Petrova]. / / I͡Antarʹ v drevnikh kulʹturakh : khudozhestvennye proisvedenii͡a iz sobranii͡a Ėrmitazha :  katalog vystavki / [avtory stateĭ kataloga, E.E. Vasilʹeva ... et al. ; redaktor kataloga vystavki, O.A. Fedoseenko ; perevod teksta angliĭskiĭ i͡azyk, E.S. Petrova] =  Amber in ancient cultures :  masterpieces from the Hermitage Museum collection :  catalog of the exhibition / [articles by K.V. Chugunov ... et al. ; edited by O.A. Fedoseyenko ; translated from the Russian by E.S. Petrova].","Sankt-Peterburg : Izd-vo ""Slavii͡a"", ©2010.",,Large Collection QE391.A5 I25 2010 ,4858755
Mar-17,2,City,China,Zhengzhou Shi,,,34.766667,113.65,Zhengzhou Shang cheng yi zhi kao gu yan jiu / Henan Sheng wen wu kao gu yan jiu yuan bian. / / 郑州商城遗址考古研究 / 河南省文物考古研究院编.,"Zhengzhou :Da xiang chu ban she, 2015. // 郑州 :大象出版社, 2015.",,Large Collection DS797.44.Z444 Z446 2015 ,4838032
Mar-17,4,Broad region,China,(General),,,35,103,"A source book of ancient Chinese bronze inscriptions / edited by Constance A. Cook, Paul R. Goldin.","Berkeley, California :The Society for the Study of Early China, 2016. // ©2016",Early China Special Monograph Series ; No. 7,Small Collection CN1160 .S68 2016,4680411
Mar-17,4,Broad region,China,(General),,,35,103,"Wen wu, 2016:no.12 & 2017:no.2. / / 文物, 2016:no.12 & 2017:no.2","Beijing : Wen wu chu ban she, 1959-",,Library 6 Collection DS715 .W439 2016:no.12 & 2017:no.2,1825873
Mar-17,4,Broad region,China,(General),,,35,103,"History of Chinese society : Liao, 907-1125 / Karl A. Wittfogel and Fêng Chia-shêng, with the assistance of John DeFrancis [and others].","Philadelphia, American Philosophical Society: Distributed by the Macmillan Co., New York, 1949.","Transactions of the American Philosophical Society ; new ser., v. 36",Large Collection DS751.72 .W58 1949 ,2414765
Mar-17,4,Broad region,China,(General,,,35,103,Li Jinghua kao gu wen ji / Li Jinghua zhu. / / 李京华考古文集 / 李京华著.,"04 Beijing : Ke xue chu ban she, 2012.",Henan wen wu kao gu yan jiu cong shu // 河南文物考古研究丛书,Small Collection TN645.C5 L518 2012 ,4843823
Mar-17,5,No precision,Cross-cultural,(General),,,35,19,"Problems of style : foundations for a history of ornament / by Alois Riegl ; translated by Evelyn Kain ; annotations, glossary and introduction by David Castriota ; preface by Henri Zerner.","Princeton, NJ : Princeton University, c1992.",,Small Collection NK1175 .R513 1993 ,1211546
Mar-17,5,No precision,Cross-cultural,(General),,,35,19,La genèse des mythes / Alexandre H. Krappe.,"Paris : Payot, 1938.",Bibliothèque scientifique,Small Collection BL310 .K7 1938 ,2497013
Mar-17,2,City,Greece,Minos,Minoa.,589934,35.110609,25.806709,De l'occupation postpalatiale à la cité-état grecque : le cas du Mirambello (Crète) / Florence Gaignerot-Driessen.,"Leuven :Peeters, 2016.",Aegaeum ; 40,Large Collection DF221.C8 G35 2016,4846766
Mar-17,4,Broad region,China,(General),,,35,103,Han dai mu zang yi shu kao shu / Bu Youchang zhu. / / 汉代墓葬艺术考述 / 卜友常著.,"Shanghai :Shanghai san lian shu dian, 2015. // 上海 :上海三联书店, 2015.",,Small Collection NB1280 .B923 2015 ,4838037
Mar-17,4,Broad region,China,(General),,,35,103,"Qian bi xue yu ye zhu shi lun cong / Zhou Weirong, Dai Zhiqiang deng zhu. / / 钱币学与冶铸史论丛 / 周卫荣, 戴志強等著.","Beijing Shi : Zhonghua shu ju, 2002.",Zhongguo qian bi cong shu. Jia zhong ben ; 11 // 中国钱币丛书. 甲种本 ; 11,Large Collection CJ3496 .Q253 2002 ,4843829
Mar-17,4,Broad region,China,(General),,,35,103,Han hua xiang shi yu Han dai min jian sang zang guan nian = Sculptured stones of Han dynasty and folk funeral concept in Han dynasty / Huang Wanfeng zhu. / / 汉画像石与汉代民间丧葬观念 = Sculptured stones of Han dynasty and folk funeral concept in Han dynasty / 黄宛峰著.,"Beijing :Zhongguo she hui ke xue chu ban she, 2015. // 北京 :中国社会科学出版社, 2015.",,Small Collection GT3283.A2 H73 2015 ,4838416
Mar-17,4,Broad region,China,(General),,,35,103,"Bian jiang kao gu yan jiu / Jiao yu bu ren wen she hui ke xue zhong dian yan jiu ji di Jilin da xue bian jiang kao gu yan jiu zhong xin bian,  no.13 (2013)-no.13 (2014). / / 边疆考古研究 / 教育部人文社会科学重点研究基地吉林大学边疆考古研究中心编,  no.13 (2013)-no.13 (2014)",Beijing :Ke xue chu ban she // 北京 ：科学出版社,,Library 6 Collection CC79.E85 B56 no.13 (2013)-no.13 (2014),4039066
Mar-17,2,City,Syria,Ugarit,Leukos Limen.,668295,35.602208,35.78568,Ugarit (Ras Shamra) / Adrian Curtis.,"Grand Rapids, Mich. : Eerdmans Pub. Co., 1985.",Cities of the Biblical World,Small Collection DS99.U35 C87 1985,2775335
Mar-17,2,City,Iraq,Tall Seh Hamad,[Dur-Katlimmu]/Magdalu.,893991,35.656325,40.744296,Die mittelassyrischen Briefe aus Tall Šēḫ Ḥamad / von Eva Christiane Cancik-Kirschbaum.,"Berlin : D. Reimer, 1996-",Berichte der Ausgrabung Tall Šēḫ Ḥamad/Dūr-Katlimmu (BATSH) ; Bd. 4. Texte ; 1,Oversize Collection PJ3721.D78 C36 1996 ,1557462
Mar-17,2,City,Syria,Ebla,Ebla.,869702586,35.75,36.25,Missione archeologica italiana in Siria : rapporto preliminare della Campagna 1966 (Tell Mardikh) / di Alberto Davico [and others].,"Roma : Istituto di studi del Vicino oriente, Università, 1967.",Serie archeologica ; 13,Large Collection DS99.E25 M56 1967 ,2626553
Mar-17,1,Site,Greece,Antikythera shipwreck,Aigila/Ogylos (island).,560230,35.8897,23.3078,The Antikythera shipwreck reconsidered / Gladys Davidson Weinberg [and 5 others].,"Philadelphia : American Philosophical Society, 1965.","Transactions of the American Philosophical Society, new ser., .v. 55, pt. 3",Large Collection DF261.A57 A583 1965,2629035
Mar-17,3,Region,Iraq,Assyria,,,36,43.3,The annals of Sennacherib / by Daniel David Luckenbill.,"Chicago, Ill. : The University of Chicago Press, 1924.",The University of Chicago Oriental Institute publications ; v. 2,Large Collection PJ3837.S7 L8 1924 ,4838085
Mar-17,3,Region,Iraq,Assyria,,,36,43.3,"Toponyme der mittelassyrischen Texte : der Westen des mittelassyrischen Reiches / E. Cancik-Kirschbaum & Christian W. Hess, unter Mitarbeit von Kristina Petrow.","Antony, France :SEPOA, 2016.","MTT, Materialien zu Toponymie und Topographie I. Obermesopotamien im 2. Jt. v.Chr. ; 2",Large Collection PJ3545 .M38 v.1:pt.2 2016 ,4835239
Mar-17,2,City,China,Yinxu,,,36.139444,114.303056,"""Velikiĭ gorod Shan"" (XIV -XI vv. do n.ė.) i ego znachenie v drevneĭ istorii Kitai͡a / M.E. Kuznet͡sova-Fetisova. / / ""Великий гoрoд Шaн"" (XIV -XI вв. дo н.э.) и егo значение в дрeвней истории Kитая / M.E. Kузнецова-Фeтисова.","Moskva : Nauka ; Vostochnai͡a literatura, 2015",,Small Collection DS719 .K89 2015 ,4841664
Mar-17,2,City,Turkey,Side,Side.,639105,36.772309,31.3940885,Side kitabeleri = The inscriptions of Side / George E. Bean.,"Ankara : Türk Tarih Kurumu Basımevi, 1965.",Türk Tarih Kurumu yayınlarından. V. seri ; sa. 20.Antalya bölgesinde araştırmalar ; no. 5 =Researches in the region of Antalya ; no. 5,Large Collection CN415.S44 B436 1965 ,4858728
Mar-17,2,City,Tunisia,Carthage,Carthago,314921,36.84837212,10.32340778,Kirchliche Strukturen und römisches Recht bei Cyprian von Karthago / Andreas Hoffmann.,"Paderborn : Schöningh, 2000.","Rechts- und staatswissenschaftliche Veröffentlichungen der Görres-Gesellschaft ; n.F., Bd. 92",Small Collection BX1803 .H64 2000,4844488
Mar-17,2,City,Turkey,Antalya,Attalea.,638778,36.8903095,30.699968,Antalya bölgesi Roma devri portreleri = Römische Porträts aus dem Gebiet von Antalya / Jale İnan.,"Ankara : Türk Tarih Kurumu Basimevi, 1965.","Türk Tarih Kurumu yayinlarindan, 5. seri ; no. 21",Large Collection NB1305.T9 I48 1965 ,4838188
Mar-17,2,City,Turkey,Perge,Perge.,639048,36.96000873,30.8530306,Pergede kazılar ve araştırmalar = Excavations and researches at Perge / Arif Müfid Mansel ve Aşkıdil Akarca.,"Ankara : Türk Tarih Kurumu Basımevi, 1949.","Türk Tarih Kurumu. Yayınlarından. 5. seri, no. 8 // Antalya bölgesinde araştırmalar = Researches in the region of Antalya ; no. 2",Oversize Collection DS156.P38 M36 1949 ,2571079
Mar-17,3,Region,Turkey,Caria,Caria,991381,37.21316383,28.0889969,The historical archaeology of northern Caria : a study in cultural adaptations / Ronald T. Marchese.,"Oxford, England : B.A.R., 1989.",BAR international series ; 536,Large Collection DS156.C33 M36 1989,4773699
Mar-17,3,Region,Aegean Sea,(General),Aegaeum Mare.,560221,37.42022651,25.89907685,"Drevnee iskusstvo grecheskikh ostrovov Ėgeĭskogo mori͡a, Grecheskai͡a respublika : katalog vystavki / [katalog podgotovili k pachati, A.K. Korovina ... et al. ; redaktory, A.K. Korovina, N.A. Sidorova]. / / Древнее искусство греческих островов Эгейского моря, Греческая республика : каталог выставки / [каталог подготовили к печати, А.К. Коровина ... et al. ; редакторы, А.К. Коровина, Н.А. Сидорова].","[Moskva] : Ministerstvo kultury SSSR, [1980?]",,Large Collection N5640 .D74 1980 ,4785274
Mar-17,3,Region,Greece,(General),Hellas,1001896,37.5,22.5,Die Willenslehre im griechischen Recht : Zugleich ein Beitrag zur Frage der Interpolationen in den griechischen Rechtsquellen / Richard Maschke.,"Darmstadt : Wissenschaftliche Buchgesellschaft, 1968.",,Small Collection K5064 .M374 1968,4846713
Mar-17,3,Region,Greece,(General),Hellas,1001896,37.5,22.5,"Sylloge inscriptionum Graecarum / a Guilelmo Dittenbergero condita et aucta, nunc quartum edita, v. 1-4","Hildesheim : Olms, 1960.",,Reference 3 Collection CN350 .D52 1960 v.1-4,1602266
Mar-17,3,Region,Greece,(General),Hellas,1001896,37.5,22.5,Die hellenistischen Mysterienreligionen : nach ihren Grundgedanken und Wirkungen ; Vortrag Ursprünglich Gehalten in dem Wissenschaftlichen predigerverein für Elsass-Lothringen den 11. November 1909 / von R. Reitzenstein.,"Leipzig, Berlin : B. G. Teubner, 1927.",,Small Collection BL785 .R37 1927 ,2565481
Mar-17,3,Region,Afghanistan,Bactria,Bactria.,971705,37.5,67.5,"Baktrii͡a - Tokharistan na drevnem i srednevokovom Vostoke : tezisy dokladov konferent͡sii, posvi͡ashchennoĭ desi͡atiletii͡u I͡Uzhno-Tadzhikistanskoĭ arkheologicheskoĭ ėkspedit͡sii. / / Бaктрия - Тохаристан на дрeвнeм и срeднeвековом Вoстоке : тeзисы дoклaдoв конференции, пoсвященной дeсятилетию Южно-Taджикистанской aрхeoлoгической экспедиции.","Moskva : Nauka ; Glavnai͡a redakt͡sii͡a Vostochnoĭ literatury, 1983.",,Small Collection DK925 .B35 1983 ,4844442
Mar-17,3,Region,Greece,(General),Hellas,1001896,37.5,22.5,Griechisches bürgschaftsrecht : Erster (einziger) Teill :  Das Recht des altgriechischen Gemeindestaats / von Josef Partsch.,"Aalen : Scientia Verlag, 1966.",,Small Collection KL4121 .P37 1909a,4846720
Mar-17,3,Region,Greece,(General),Hellas,1001896,37.5,22.5,"Aromat drevnosti : katalog vystavki / [avtory, E.I. Arsentʹeva, et al.]. / / Aромат древности : кaтaлoг выставки / [aвторы, E.И. Aрсентьева, et al.].","Sankt-Peterburg : Izd-vo Gosudarstvennogo Ėrmitazha, 2007.",,Small Collection NK6078 .G67 2007 ,4846681
Mar-17,3,Region,China,Shanxi,,,37.7,112.4,"Shanxi gu dai bi hua jing cui = The essence of ancient murals in Shanxi / zhu bian Hou Yimin, Wu Pu'ao. / / 山西古代壁畫精粹 = The essence of ancient murals in Shanxi / 主编侯一民, 武普敖.","Nanjing :Jiangsu feng huang mei shu chu ban she, 2015. // 南京 :江苏凤凰美术出版社, 2015.",,Oversize Collection ND2849.S47 S536 2015 ,4843838
Mar-17,3,Region,Greece,Mycenae,Mycenae. // Aegaeum Mare.,560221,37.73036675,22.75557475,The kingdom of Mycenae : a great kingdom in the late Bronze Age Aegean / by Jorrit M. Kelder.,"Bethesda, Md. : CDL Press, 2010.",,Small Collection DF221.M9 K45 2010,3357522
Mar-17,2,City,Greece,Athens,Athenae.,579885,37.97652567,23.72551566,Heortologie : antiquarische Untersuchungen über die städtischen Feste der Athener / von August Mommsen.,"Amsterdam : B.R. Grüner, 1968.",,Small Collection DF123 .M6 1968,4843861
Mar-17,2,City,Spain,Castulo,Castulo.,265855,38.036873,-3.6240175,"Castulo III / José María Blázquez Martínez, Jesús Valiente Malla.","[Madrid] : Ministerio de Cultura, Dirección General de Bellas Artes, Archivos y Bibliotecas, Subdir",Excavaciones arqueológicas en España ; 117,Large Collection DP402.C44 C37 v.3 1981 ,4837917
Mar-17,2,City,Turkey,Acemhoyuk,Acemhöyük ,804216207,38.4097631,33.833806,Acemhöyük-Burušhaddum I : Silindir mühürler ve mühür baskılı bullalar =  Cylinder seals and bullae with cylinder seal impressions / Nimet Özgüç.,"Ankara :Türk Tarih Kurumu Yayınları, 2015.","Atatürk Kültür, Dil ve Tarih Yüksek Türk Tarih Kurumu yayınları. V. dizi ; sayı 7",Large Collection DS51.Y448 O94 2015,4846639
Mar-17,3,Region,Turkey,Hittite Empire (general),,,38.8,34,Das hethitische Lehmhaus aus der Sicht der Keilschriftquellen / Nilüfer Boysan-Dietrich.,"Heidelberg : C. Winter, 1987.",Texte der Hethiter ; Heft 12,Small Collection NA223 .B69 1987,1991536
Mar-17,2,City,Turkey,Kanesh,Kaneš.,58129442,38.85006045,35.63763255,"Assyrian archival texts in the Schøyen Collection and other documents from North Mesopotamia and Syria / by A. R. George, Thomas Hertel, Jaume Llop-Raduà, Karen Radner, and Wilfred H. van Soldt.","Bethesda, Maryland :CDL Press, 2017.",Cornell University studies in Assyriology and Sumerology ; 34 // Manuscripts in the Schøyen Collection. Cuneiform texts ; IX,Large Collection PJ3711 .C67 v.34 2017 ,4837766
Mar-17,3,Region,Turkey,(General),,,39,35,The Dorak affair / Kenneth Pearson & Patricia Connor.,"New York :Atheneum, 1968. // ©1967.",,Small Collection CC115.M4 P4 1968,4839066
Mar-17,2,City,Turkey,Pergamon,Pergamum,550812,39.13153246,27.18422554,"Antike Mosaiken : aus den Beständen der Antikensammlung im Pergamonmuseum, Staatliche Museen zu Berlin, Hauptstadt der DDR / Irmgard Kriseleit.","Berlin : Die Museen, 1985.",,Large Collection NA3770 .S72 1985,4837932
Mar-17,4,Broad region,Silk Road,(General),,,39.466667,75.983333,Silk : trade and exchange along the silk roads between Rome and China in antiquity / edited by Berit Hildebrandt with Carole Gillis.,"Oxford ; Havertown, PA :Oxbow Books, 2017.",Ancient textiles series ; 29,Large Collection HD9926.C62 S55 2017 ,4681537
Mar-17,4,Broad region,Silk Road,(General),,,39.466667,75.983333,Letters from the silk roads : thinking at the crossroads of civilization / Eiji Hattori ; translated from Japanese by Wallace Gray.,"Lanham, Md. : University Press of America, c2000.",,Small Collection CB251 .H295 2000 ,792509
Mar-17,2,City,Turkey,Smintheion,Smintheion.,550892,39.53318855,26.11627025,Smintheion : in search of Apollo Smintheus / edited by A. Coşkun Özgünel.,"İstanbul :Ege Yayınları, 2015.",,Large Collection DS156.S65 S65 2015,4773791
Mar-17,2,City,Turkey,Hattusa,Hattusa.,283602441,40.01824972,34.62021474,Neue Bruchstücke zum grossen Text des Hattušiliš und den Paralleltexten / Albrecht Götze.,"Darmstadt : Wissenschaftliche Buchges., 1970.",,Small Collection P945 .A2 1970,4839301
Mar-17,1,Site,Turkey,Istanbul: Yenikapi,Constantinopolis.,520998,41.006045,28.952175,"The 'old ships' of the 'new gate' = Yenikapı'nın eski gemileri / editor, Ufuk Kocabaş.","Taksim, İstanbul : Ege Yayınları, 2012.",Yenikapı shipwrecks = Yenikapı batıkları ; 1,Large Collection DR738.5.F38 O43 2012 ,4773840
